"NEPAL: Who is doing What, Where (3W)",,Date:,10/2/2015,,,,,,,,
,,,,,,,,,,,
WHO,WHERE (14 districts),,,,WHAT (ongoing and completed activities),,,Beneficiaries,,,
WASH,Nuwakot,524 2 05 28,Ratmate,524 2 05 28 5 020,Soap Distribution ( at least 1 month supply),pcs,732,4305,People,4305,
WASH,Nuwakot,524 2 05 28,Ratmate,524 2 05 28 5 020,"WASH in Health Centre (Water, Toilets + Handwashing as needed)",health centre,,677,People,,
WASH,Nuwakot,524 2 05 28,Ratmate,524 2 05 28 5 020,Construction of Emergency Latrine (communal/shared),units, 20 ,,People,1,
WASH,Nuwakot,524 2 05 28,Ratmate,524 2 05 28 5 020,Repair/Rehabilitation of water systems,, 1 ,,People,1700,
WASH,Nuwakot,524 2 05 28,Ratmate,524 2 05 28 5 020,Water Treatment Product distribution (1 month supply @ least 3L/person/day),, 160 ,180,People,595,
WASH,Nuwakot,524 2 05 28,Taruka,524 2 05 28 5 049,Assessment,,,775,People,4000,
WASH,Nuwakot,524 2 05 28,Taruka,524 2 05 28 5 049,"Provision of ""Hygiene kit"" Items",pkt, 365 ,,People,,
WASH,Nuwakot,524 2 05 28,Taruka,524 2 05 28 5 049,Hygiene Promotion Activity,hh," 1,048 ",1625,People,2325,
WASH,Nuwakot,524 2 05 28,Taruka,524 2 05 28 5 049,Soap Distribution ( at least 1 month supply),pcs, 732 ,5240,People,5240,
WASH,Nuwakot,524 2 05 28,Taruka,524 2 05 28 5 049,"WASH in Health Centre (Water, Toilets + Handwashing as needed)",health centre,,650,People,,
WASH,Nuwakot,524 2 05 28,Taruka,524 2 05 28 5 049,Construction of Emergency Latrine (communal/shared),units, 50 ,,People,1,
WASH,Nuwakot,524 2 05 28,Taruka,524 2 05 28 5 049,Repair/Rehabilitation of water systems,, 1 ,,People,2120,
WASH,Nuwakot,524 2 05 28,Taruka,524 2 05 28 5 049,Water Treatment Product distribution (1 month supply @ least 3L/person/day),, 640 ,200,People,685,
WASH,NUWAKOT,524 2 05 28,Manakamana,524 2 05 28 5 057,Construction of Emergency Latrine (communal/shared),,,1000,People,1000,
WASH,Nuwakot,524 2 05 28,Baguwa Camp,,Construction of Emergency Latrine (communal/shared),, 9 ,270,People,270,
WASH,Nuwakot,524 2 05 28,Baguwa Camp,,Emergency Water Distribution,, 2 ,270,People,270,
WASH,Nuwakot,524 2 05 28,Beteni,524 2 05 28 5 022,Hygiene Promotion Activity,,15, -   ,People,15,
WASH,Nuwakot,524 2 05 28,Beteni,524 2 05 28 5 022,"Provision of ""Hygiene kit"" Items","Complete hygiene kit, aquapura, and 20L jerrycan",1046, -   ,People,5335,
WASH,Nuwakot,524 2 05 28,Beteni,524 2 05 28 5 022,"WASH in School/TLS (Water, Toilets + Handwashing as needed)",,, -   ,People,200,
WASH,Nuwakot,524 2 05 28,Beteni,524 2 05 28 5 022,Construction of Emergency Latrine (communal/shared),,11,2040,People,5335,
WASH,Nuwakot,524 2 05 28,Beteni,524 2 05 28 5 022,Repair/Rehabilitation of water systems,, 1 , -   ,People,275,
WASH,Nuwakot,524 2 05 28,Bidur N.P.,524 2 05 28 3 001,"WASH in Health Centre (Water, Toilets + Handwashing as needed)",,,,People,,
WASH,Nuwakot,524 2 05 28,Bidur N.P.,524 2 05 28 3 001,"WASH in School/TLS (Water, Toilets + Handwashing as needed)",,,,People,,
WASH,Nuwakot,524 2 05 28,Bidur N.P.,524 2 05 28 3 001,Construction of Emergency Latrine (communal/shared),, 9 ,1378,People,1378,
WASH,Nuwakot,524 2 05 28,Bidur N.P.,524 2 05 28 3 001,Repair/Rehabilitation of water systems,,,,People,,
WASH,Nuwakot,524 2 05 28,Budhasing,524 2 05 28 5 044,Hygiene Promotion Activity,, 15 , -   ,People,3402,
WASH,Nuwakot,524 2 05 28,Budhasing,524 2 05 28 5 044,"Provision of ""Hygiene kit"" Items","Complete hygiene kit, aquapura, and 20L jerrycan",, -   ,People,3402,
WASH,Nuwakot,524 2 05 28,Budhasing,524 2 05 28 5 044,"WASH in Health Centre (Water, Toilets + Handwashing as needed)",,,,People,,
WASH,Nuwakot,524 2 05 28,Budhasing,524 2 05 28 5 044,"WASH in School/TLS (Water, Toilets + Handwashing as needed)",,,,People,,
WASH,Nuwakot,524 2 05 28,Budhasing,524 2 05 28 5 044,Construction of Emergency Latrine (communal/shared),,, -   ,People,,
WASH,Nuwakot,524 2 05 28,Budhasing,524 2 05 28 5 044,Repair/Rehabilitation of water systems,,,,People,,
WASH,Nuwakot,524 2 05 28,KhadagBhanjyang,524 2 05 28 5 048,Hygiene Promotion Activity,, 27 , -   ,People,8996,
WASH,Nuwakot,524 2 05 28,KhadagBhanjyang,524 2 05 28 5 048,"Provision of ""Hygiene kit"" Items",Unicef specification hygiene kit,1764,8996,People,8996,
WASH,Nuwakot,524 2 05 28,Madanpur,524 2 05 28 5 012,Hygiene Promotion Activity,,40,0,People,11245,
WASH,Nuwakot,524 2 05 28,Madanpur,524 2 05 28 5 012,"Provision of ""Hygiene kit"" Items",,2249,11245,People,11245,
WASH,Nuwakot,524 2 05 28,Madanpur,524 2 05 28 5 012,Construction of Emergency Latrine (communal/shared),, 3 ,160,People,160,
WASH,Nuwakot,524 2 05 28,Madanpur,524 2 05 28 5 012,Repair/Rehabilitation of water systems,, 1 GFS ,,People,,
WASH,Nuwakot,524 2 05 28,Rautbesi,524 2 05 28 5 025,Hygiene Promotion Activity,, 11 ,9,People,4238,
WASH,Nuwakot,524 2 05 28,Rautbesi,524 2 05 28 5 025,"Provision of ""Hygiene kit"" Items","Complete hygiene kit, aquapura, and 20L jerrycan", 831 , -   ,People,4238,
WASH,Nuwakot,524 2 05 28,Rautbesi,524 2 05 28 5 025,Construction of Emergency Latrine (communal/shared),,, -   ,People,,
WASH,Nuwakot,524 2 05 28,Samari,524 2 05 28 5 055,Hygiene Promotion Activity,,22, -   ,People,6156,
WASH,Nuwakot,524 2 05 28,Samari,524 2 05 28 5 055,"Provision of ""Hygiene kit"" Items","Complete hygiene kit, aquapura, and 20 L jerrycan",1207, -   ,People,6156,
WASH,Nuwakot,524 2 05 28,Samari,524 2 05 28 5 055,"WASH in Health Centre (Water, Toilets + Handwashing as needed)",,,,People,,
WASH,Nuwakot,524 2 05 28,Samari,524 2 05 28 5 055,"WASH in School/TLS (Water, Toilets + Handwashing as needed)",, 3 ,1020,People,1020,
WASH,Nuwakot,524 2 05 28,Samari,524 2 05 28 5 055,Construction of Emergency Latrine (communal/shared),,, -   ,People,,
WASH,Nuwakot,524 2 05 28,Samari,524 2 05 28 5 055,Repair/Rehabilitation of water systems,,,,People,,
WASH,Nuwakot,524 2 05 28,Samundradevi,524 2 05 28 5 016,Hygiene Promotion Activity,, 11 , -   ,People,3570,
WASH,Nuwakot,524 2 05 28,Samundradevi,524 2 05 28 5 016,"Provision of ""Hygiene kit"" Items","Complete hygiene kit, aquapura, and 20L jerrycan", 700 , -   ,People,3570,
WASH,Nuwakot,524 2 05 28,Samundradevi,524 2 05 28 5 016,"WASH in Health Centre (Water, Toilets + Handwashing as needed)",,,,People,,
WASH,Nuwakot,524 2 05 28,Samundradevi,524 2 05 28 5 016,"WASH in School/TLS (Water, Toilets + Handwashing as needed)",,,,People,,
WASH,Nuwakot,524 2 05 28,Samundradevi,524 2 05 28 5 016,Construction of Emergency Latrine (communal/shared),,, -   ,People,,
WASH,Nuwakot,524 2 05 28,Samundradevi,524 2 05 28 5 016,Repair/Rehabilitation of water systems,,,,People,,
WASH,Nuwakot,524 2 05 28,Thaprek,524 2 05 28 5 026,Hygiene Promotion Activity,,17 CHVs,0,People,4500,
WASH,Nuwakot,524 2 05 28,Thaprek,524 2 05 28 5 026,"Provision of ""Hygiene kit"" Items",Unicef specification hygiene kit,900,4500,People,4500,
WASH,Nuwakot,524 2 05 28,Thaprek,524 2 05 28 5 026,"WASH in Health Centre (Water, Toilets + Handwashing as needed)",,,,People,,
WASH,Nuwakot,524 2 05 28,Thaprek,524 2 05 28 5 026,"WASH in School/TLS (Water, Toilets + Handwashing as needed)",,,,People,,
WASH,Nuwakot,524 2 05 28,Thaprek,524 2 05 28 5 026,Repair/Rehabilitation of water systems,,,,People,,
WASH,Nuwakot,524 2 05 28,,,Assessment,,,,People,,
WASH,Nuwakot,524 2 05 28,BagesworiChokade,524 2 05 28 5 036,Hygiene Promotion Activity,"Complete hygiene kit, aquapura, and 10L jerrycan"," 2,608 ",2608,People,2608,
WASH,Nuwakot,524 2 05 28,BagesworiChokade,524 2 05 28 5 036,"Provision of ""Hygiene kit"" Items","Complete hygiene kit, aquapura, and 10L jerrycan"," 1,355 ",7513,People,7513,
WASH,Nuwakot,524 2 05 28,BagesworiChokade,524 2 05 28 5 036,"WASH in School/TLS (Water, Toilets + Handwashing as needed)",, 2 ,308,People,308,
WASH,Nuwakot,524 2 05 28,BagesworiChokade,524 2 05 28 5 036,Support for new/rehabilitated household latrines,, 65 ,,People,358,
WASH,Nuwakot,524 2 05 28,BagesworiChokade,524 2 05 28 5 036,Repair/Rehabilitation of water systems,, 2 ,,People,,
WASH,Nuwakot,524 2 05 28,BagesworiChokade,524 2 05 28 5 036,Water Kit (container + purification)  ,"Complete hygiene kit, aquapura, and 10L jerrycan",1345,7398,People,7398,
WASH,Nuwakot,524 2 05 28,Belkot,524 2 05 28 5 008,Hygiene Promotion Activity,"Complete hygiene kit, aquapura, and 10L jerrycan"," 3,127 ",3127,People,3127,
WASH,Nuwakot,524 2 05 28,Belkot,524 2 05 28 5 008,"Provision of ""Hygiene kit"" Items","Complete hygiene kit, aquapura, and 10L jerrycan"," 2,042 ",11231,People,11231,
WASH,Nuwakot,524 2 05 28,Belkot,524 2 05 28 5 008,"WASH in School/TLS (Water, Toilets + Handwashing as needed)",, 2 ,825,People,825,
WASH,Nuwakot,524 2 05 28,Belkot,524 2 05 28 5 008,Support for new/rehabilitated household latrines,, 65 ,358,People,358,
WASH,Nuwakot,524 2 05 28,Belkot,524 2 05 28 5 008,Repair/Rehabilitation of water systems,, 2 ,,People,,
WASH,Nuwakot,524 2 05 28,Belkot,524 2 05 28 5 008,Water Kit (container + purification)  ,"Complete hygiene kit, aquapura, and 10L jerrycan"," 2,042 ",11231,People,11231,
WASH,Nuwakot,524 2 05 28,Deurali,524 2 05 28 5 052,Hygiene Promotion Activity,"Complete hygiene kit, aquapura, and 10L jerrycan",1608,1608,People,1608,
WASH,Nuwakot,524 2 05 28,Deurali,524 2 05 28 5 052,"Provision of ""Hygiene kit"" Items","Complete hygiene kit, aquapura, and 10L jerrycan"," 1,179 ",6485,People,6485,
WASH,Nuwakot,524 2 05 28,Deurali,524 2 05 28 5 052,"WASH in School/TLS (Water, Toilets + Handwashing as needed)",,1,627,People,627,
WASH,Nuwakot,524 2 05 28,Deurali,524 2 05 28 5 052,Support for new/rehabilitated household latrines,,65,,People,358,
WASH,Nuwakot,524 2 05 28,Deurali,524 2 05 28 5 052,Repair/Rehabilitation of water systems,,2,,People,,
WASH,Nuwakot,524 2 05 28,Deurali,524 2 05 28 5 052,Water Kit (container + purification)  ,"Complete hygiene kit, aquapura, and 10L jerrycan",736,4048,People,4048,
WASH,Nuwakot,524 2 05 28,Kalyanpur,524 2 05 28 5 053,Hygiene Promotion Activity,"Complete hygiene kit, aquapura, and 10L jerrycan"," 2,166 ",2166,People,2166,
WASH,Nuwakot,524 2 05 28,Kalyanpur,524 2 05 28 5 053,"Provision of ""Hygiene kit"" Items","Complete hygiene kit, aquapura, and 10L jerrycan"," 1,596 ",8778,People,8778,
WASH,Nuwakot,524 2 05 28,Kalyanpur,524 2 05 28 5 053,"WASH in School/TLS (Water, Toilets + Handwashing as needed)",, 2 ,816,People,816,
WASH,Nuwakot,524 2 05 28,Kalyanpur,524 2 05 28 5 053,Support for new/rehabilitated household latrines,, 65 ,,People,358,
WASH,Nuwakot,524 2 05 28,Kalyanpur,524 2 05 28 5 053,Repair/Rehabilitation of water systems,, 2 ,,People,,
WASH,Nuwakot,524 2 05 28,Kalyanpur,524 2 05 28 5 053,Water Kit (container + purification)  ,"Complete hygiene kit, aquapura, and 10L jerrycan"," 1,596 ",8778,People,8778,
WASH,Nuwakot,524 2 05 28,Kaule,524 2 05 28 5 058,Hygiene Promotion Activity,"Complete hygiene kit, aquapura, and 10L jerrycan"," 1,200 ",1200,People,1200,
WASH,Nuwakot,524 2 05 28,Kaule,524 2 05 28 5 058,"Provision of ""Hygiene kit"" Items","Complete hygiene kit, aquapura, and 10L jerrycan", 956 ,5258,People,5258,
WASH,Nuwakot,524 2 05 28,Kaule,524 2 05 28 5 058,Water Kit (container + purification)  ,, 956 ,5258,People,5258,
WASH,Nuwakot,524 2 05 28,KholegaunKhanigaun,524 2 05 28 5 040,Hygiene Promotion Activity,"Complete hygiene kit, aquapura, and 10L jerrycan"," 2,656 ",2656,People,2656,
WASH,Nuwakot,524 2 05 28,KholegaunKhanigaun,524 2 05 28 5 040,"Provision of ""Hygiene kit"" Items","Complete hygiene kit, aquapura, and 10L jerrycan"," 1,489 ",8190,People,8190,
WASH,Nuwakot,524 2 05 28,KholegaunKhanigaun,524 2 05 28 5 040,"WASH in School/TLS (Water, Toilets + Handwashing as needed)",, 2 ,152,People,152,
WASH,Nuwakot,524 2 05 28,KholegaunKhanigaun,524 2 05 28 5 040,Support for new/rehabilitated household latrines,, 65 ,,People,358,
WASH,Nuwakot,524 2 05 28,KholegaunKhanigaun,524 2 05 28 5 040,Repair/Rehabilitation of water systems,, 2 ,,People,,
WASH,Nuwakot,524 2 05 28,KholegaunKhanigaun,524 2 05 28 5 040,Water Kit (container + purification)  ,"Complete hygiene kit, aquapura, and 10L jerrycan"," 1,462 ",8041,People,8041,
WASH,Nuwakot,524 2 05 28,Kintang,524 2 05 28 5 054,Hygiene Promotion Activity,"Complete hygiene kit, aquapura, and 10L jerrycan"," 1,118 ",1118,People,1118,
WASH,Nuwakot,524 2 05 28,Kintang,524 2 05 28 5 054,"Provision of ""Hygiene kit"" Items","Complete hygiene kit, aquapura, and 10L jerrycan",600,3300,People,3300,
WASH,Nuwakot,524 2 05 28,Kintang,524 2 05 28 5 054,"WASH in School/TLS (Water, Toilets + Handwashing as needed)",, 2 ,487,People,487,
WASH,Nuwakot,524 2 05 28,Kintang,524 2 05 28 5 054,Support for new/rehabilitated household latrines,, 65 ,,People,358,
WASH,Nuwakot,524 2 05 28,Kintang,524 2 05 28 5 054,Repair/Rehabilitation of water systems,, 2 ,,People,,
WASH,Nuwakot,524 2 05 28,Kintang,524 2 05 28 5 054,Water Kit (container + purification)  ,"Complete hygiene kit, aquapura, and 10L jerrycan", 600 ,3300,People,3300,
WASH,Nuwakot,524 2 05 28,Ralukadevi,524 2 05 28 5 031,Hygiene Promotion Activity,"Complete hygiene kit, aquapura, and 10L jerrycan", 950 ,950,People,950,
WASH,Nuwakot,524 2 05 28,Ralukadevi,524 2 05 28 5 031,"Provision of ""Hygiene kit"" Items","Complete hygiene kit, aquapura, and 10L jerrycan",1168,6424,People,6424,
WASH,Nuwakot,524 2 05 28,Ralukadevi,524 2 05 28 5 031,Water Kit (container + purification)  ,," 1,168 ",6424,People,6424,
WASH,Nuwakot,524 2 05 28,Ratmate,524 2 05 28 5 020,Hygiene Promotion Activity,"Complete hygiene kit, aquapura, and 10L jerrycan", 900 ,900,People,900,
WASH,Nuwakot,524 2 05 28,Ratmate,524 2 05 28 5 020,"Provision of ""Hygiene kit"" Items","Complete hygiene kit, aquapura, and 10L jerrycan",462,2541,People,2541,
WASH,Nuwakot,524 2 05 28,Ratmate,524 2 05 28 5 020,Water Kit (container + purification)  ,, 462 ,2541,People,2541,
WASH,Nuwakot,524 2 05 28,Shikharbesi,524 2 05 28 5 033,Hygiene Promotion Activity,"Complete hygiene kit, aquapura, and 10L jerrycan"," 2,224 ",2224,People,2224,
WASH,Nuwakot,524 2 05 28,Shikharbesi,524 2 05 28 5 033,"Provision of ""Hygiene kit"" Items","Complete hygiene kit, aquapura, and 10L jerrycan", 827 ,4549,People,4549,
WASH,Nuwakot,524 2 05 28,Shikharbesi,524 2 05 28 5 033,"WASH in School/TLS (Water, Toilets + Handwashing as needed)",, 2 ,444,People,444,
WASH,Nuwakot,524 2 05 28,Shikharbesi,524 2 05 28 5 033,Support for new/rehabilitated household latrines,,65,,People,358,
WASH,Nuwakot,524 2 05 28,Shikharbesi,524 2 05 28 5 033,Repair/Rehabilitation of water systems,,2,,People,,
WASH,Nuwakot,524 2 05 28,Shikharbesi,524 2 05 28 5 033,Water Kit (container + purification)  ,"Complete hygiene kit, aquapura, and 10L jerrycan", 827 ,4549,People,4549,
WASH,Nuwakot,524 2 05 28,Thansing,524 2 05 28 5 014,Hygiene Promotion Activity,"Complete hygiene kit, aquapura, and 10L jerrycan",1779,1779,People,1779,
WASH,Nuwakot,524 2 05 28,Thansing,524 2 05 28 5 014,"Provision of ""Hygiene kit"" Items","Complete hygiene kit, aquapura, and 10L jerrycan",1712,9416,People,9416,
WASH,Nuwakot,524 2 05 28,Thansing,524 2 05 28 5 014,"WASH in School/TLS (Water, Toilets + Handwashing as needed)",,2,295,People,295,
WASH,Nuwakot,524 2 05 28,Thansing,524 2 05 28 5 014,Support for new/rehabilitated household latrines,, 65 ,,People,358,
WASH,Nuwakot,524 2 05 28,Thansing,524 2 05 28 5 014,Repair/Rehabilitation of water systems,, 2 ,,People,,
WASH,Nuwakot,524 2 05 28,Thansing,524 2 05 28 5 014,Water Kit (container + purification)  ,"Complete hygiene kit, aquapura, and 10L jerrycan",1704,9372,People,9372,
WASH,Nuwakot,524 2 05 28,Tupche,524 2 05 28 5 061,Hygiene Promotion Activity,"Complete hygiene kit, aquapura, and 10L jerrycan"," 2,358 ",2358,People,2358,
WASH,Nuwakot,524 2 05 28,Tupche,524 2 05 28 5 061,"Provision of ""Hygiene kit"" Items","Complete hygiene kit, aquapura, and 10L jerrycan"," 1,380 ",7590,People,7590,
WASH,Nuwakot,524 2 05 28,Tupche,524 2 05 28 5 061,"WASH in School/TLS (Water, Toilets + Handwashing as needed)",, 1 ,511,People,511,
WASH,Nuwakot,524 2 05 28,Tupche,524 2 05 28 5 061,Support for new/rehabilitated household latrines,, 65 ,,People,358,
WASH,Nuwakot,524 2 05 28,Tupche,524 2 05 28 5 061,Repair/Rehabilitation of water systems,, 2 ,,People,,
WASH,Nuwakot,524 2 05 28,Tupche,524 2 05 28 5 061,Water Kit (container + purification)  ,,1380,7590,People,7590,
WASH,Nuwakot,524 2 05 28,Chauthe,524 2 05 28 5 001,Hygiene Promotion Activity,,,,People,3535,
WASH,Nuwakot,524 2 05 28,Chauthe,524 2 05 28 5 001,"Provision of ""Hygiene kit"" Items",,,4505,People,4505,
WASH,Nuwakot,524 2 05 28,Chauthe,524 2 05 28 5 001,"WASH in Health Centre (Water, Toilets + Handwashing as needed)",, 1 ,,People,3535,
WASH,Nuwakot,524 2 05 28,Chauthe,524 2 05 28 5 001,"WASH in School/TLS (Water, Toilets + Handwashing as needed)",, 5 , -   ,People,600,
WASH,Nuwakot,524 2 05 28,Chauthe,524 2 05 28 5 001,Construction of Emergency Latrine (communal/shared),latrines, 6 ,150,People,150,
WASH,Nuwakot,524 2 05 28,Chauthe,524 2 05 28 5 001,Support for new/rehabilitated household latrines,"Pan, pipe, bucket, jug",6,150,People,150,
WASH,Nuwakot,524 2 05 28,Chauthe,524 2 05 28 5 001,Jerry can / bucket Distribution,Bucket jug,10,150,People,150,
WASH,Nuwakot,524 2 05 28,Chauthe,524 2 05 28 5 001,Repair/Rehabilitation of water systems,Pipe,650 m,150,People,150,
WASH,Nuwakot,524 2 05 28,Chauthe,524 2 05 28 5 001,Water Treatment Product distribution (1 month supply @ least 3L/person/day),,,250,People,250,
WASH,Nuwakot,524 2 05 28,Dangsing,524 2 05 28 5 046,Hygiene Promotion Activity,,,,People,2736,
WASH,Nuwakot,524 2 05 28,Dangsing,524 2 05 28 5 046,"Provision of ""Hygiene kit"" Items",,, -   ,People,1500,
WASH,Nuwakot,524 2 05 28,Dangsing,524 2 05 28 5 046,"WASH in Health Centre (Water, Toilets + Handwashing as needed)",, 1 , -   ,People,2736,
WASH,Nuwakot,524 2 05 28,Dangsing,524 2 05 28 5 046,"WASH in School/TLS (Water, Toilets + Handwashing as needed)",,5,0,People,600,
WASH,Nuwakot,524 2 05 28,Dangsing,524 2 05 28 5 046,Repair/Rehabilitation of water systems,,,,People,,
WASH,Nuwakot,524 2 05 28,Dangsing,524 2 05 28 5 046,Water Treatment Product distribution (1 month supply @ least 3L/person/day),,,,People,,
WASH,Nuwakot,524 2 05 28,Gorsyang,524 2 05 28 5 047,Hygiene Promotion Activity,,,,People,3431,
WASH,Nuwakot,524 2 05 28,Gorsyang,524 2 05 28 5 047,"Provision of ""Hygiene kit"" Items",,, -   ,People,0,
WASH,Nuwakot,524 2 05 28,Gorsyang,524 2 05 28 5 047,"WASH in Health Centre (Water, Toilets + Handwashing as needed)",,1,0,People,3431,
WASH,Nuwakot,524 2 05 28,Gorsyang,524 2 05 28 5 047,"WASH in School/TLS (Water, Toilets + Handwashing as needed)",, 5 , -   ,People,600,
WASH,Nuwakot,524 2 05 28,Gorsyang,524 2 05 28 5 047,Construction of Emergency Latrine (communal/shared),,, -   ,People,0,
WASH,Nuwakot,524 2 05 28,Gorsyang,524 2 05 28 5 047,Repair/Rehabilitation of water systems,,,,People,,
WASH,Nuwakot,524 2 05 28,Gorsyang,524 2 05 28 5 047,Water Treatment Product distribution (1 month supply @ least 3L/person/day),,,,People,,
WASH,Nuwakot,524 2 05 28,Kumari,524 2 05 28 5 004,Hygiene Promotion Activity,,,,People,8672,
WASH,Nuwakot,524 2 05 28,Kumari,524 2 05 28 5 004,"Provision of ""Hygiene kit"" Items",,242,800,People,800,
WASH,Nuwakot,524 2 05 28,Kumari,524 2 05 28 5 004,"WASH in Health Centre (Water, Toilets + Handwashing as needed)",,1, -   ,People,8672,
WASH,Nuwakot,524 2 05 28,Kumari,524 2 05 28 5 004,"WASH in School/TLS (Water, Toilets + Handwashing as needed)",, 5 , -   ,People,600,
WASH,Nuwakot,524 2 05 28,Kumari,524 2 05 28 5 004,Construction of Emergency Latrine (communal/shared),,, -   ,People,0,
WASH,Nuwakot,524 2 05 28,Kumari,524 2 05 28 5 004,Repair/Rehabilitation of water systems,,,,People,,
WASH,Nuwakot,524 2 05 28,Kumari,524 2 05 28 5 004,Water Treatment Product distribution (1 month supply @ least 3L/person/day),,,,People,,
WASH,Nuwakot,524 2 05 28,Taruka,524 2 05 28 5 049,Hygiene Promotion Activity,,,,People,5233,
WASH,Nuwakot,524 2 05 28,Taruka,524 2 05 28 5 049,"Provision of ""Hygiene kit"" Items",,,0,People,1000,
WASH,Nuwakot,524 2 05 28,Taruka,524 2 05 28 5 049,"WASH in Health Centre (Water, Toilets + Handwashing as needed)",, 1 , -   ,People,5233,
WASH,Nuwakot,524 2 05 28,Taruka,524 2 05 28 5 049,"WASH in School/TLS (Water, Toilets + Handwashing as needed)",,5, -   ,People,600,
WASH,Nuwakot,524 2 05 28,Taruka,524 2 05 28 5 049,Construction of Emergency Latrine (communal/shared),,, -   ,People,0,
WASH,Nuwakot,524 2 05 28,Taruka,524 2 05 28 5 049,Repair/Rehabilitation of water systems,,,,People,,
WASH,Nuwakot,524 2 05 28,Taruka,524 2 05 28 5 049,Water Treatment Product distribution (1 month supply @ least 3L/person/day),,,,People,,
WASH,Nuwakot,524 2 05 28,Kumari,524 2 05 28 5 004,"Provision of ""Hygiene kit"" Items",Kits, 200 ,,People,,
WASH,Nuwakot,524 2 05 28,Gerkhu,524 2 05 28 5 038,Hygiene Promotion Activity,posters, 30 ,,People,,
WASH,Nuwakot,524 2 05 28,Gerkhu,524 2 05 28 5 038,"Provision of ""Hygiene kit"" Items",kits, 79 ,395,People,395,
WASH,Nuwakot,524 2 05 28,Gerkhu,524 2 05 28 5 038,Soap Distribution ( at least 1 month supply),bars,300,,People,125,
